action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776880,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCc1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '17.83', 'le': '0.36', 'lle': '4.94', 'sei': '6.24'}",CHEMBL4795308,,CHEMBL4795308,7.75,0,http://www.openphacts.org/units/Nanomolar,3536603,=,1,1,=,,IC50,nM,,18.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.018000000000000002
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776881,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '17.59', 'le': '0.36', 'lle': '4.53', 'sei': '6.35'}",CHEMBL4787356,,CHEMBL4787356,7.89,0,http://www.openphacts.org/units/Nanomolar,3536604,=,1,1,=,,IC50,nM,,13.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.013000000000000001
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776882,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '19.01', 'le': '0.39', 'lle': '5.16', 'sei': '6.86'}",CHEMBL4748253,,CHEMBL4748253,8.52,0,http://www.openphacts.org/units/Nanomolar,3536605,=,1,1,=,,IC50,nM,,3.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.003
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776883,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '120.0'}]",CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H](C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '20.25', 'le': '0.41', 'lle': '4.25', 'sei': '8.99'}",CHEMBL4746044,,CHEMBL4746044,8.40,0,http://www.openphacts.org/units/Nanomolar,3536606,=,1,1,=,,IC50,nM,,4.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.004
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776884,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@H]1COC[C@H](C)N1c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '14.35', 'le': '0.29', 'lle': '2.69', 'sei': '6.98'}",CHEMBL4796225,,CHEMBL4796225,6.75,1,http://www.openphacts.org/units/Nanomolar,3536595,=,1,1,=,,IC50,nM,,180.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.18
,Not Determined,22776885,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,,CHEMBL4785617,,CHEMBL4785617,,0,,3536596,,1,0,,,IC50,,,,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,,,,
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776886,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CC(C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '16.13', 'le': '0.33', 'lle': '1.87', 'sei': '7.64'}",CHEMBL4784806,,CHEMBL4784806,6.43,0,http://www.openphacts.org/units/Nanomolar,3536597,=,1,1,=,,IC50,nM,,370.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.37
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776887,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '15.86', 'le': '0.32', 'lle': '3.07', 'sei': '5.96'}",CHEMBL4745946,,CHEMBL4745946,6.85,0,http://www.openphacts.org/units/Nanomolar,3536598,=,1,1,=,,IC50,nM,,140.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.14
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776888,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CC1,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '16.78', 'le': '0.34', 'lle': '3.69', 'sei': '6.28'}",CHEMBL4786953,,CHEMBL4786953,7.22,0,http://www.openphacts.org/units/Nanomolar,3536599,=,1,1,=,,IC50,nM,,60.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.06
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776889,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CCOCC1,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '13.61', 'le': '0.28', 'lle': '2.91', 'sei': '5.20'}",CHEMBL4763128,,CHEMBL4763128,6.46,0,http://www.openphacts.org/units/Nanomolar,3536600,=,1,1,=,,IC50,nM,,350.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.35
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776890,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,COC[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '15.62', 'le': '0.32', 'lle': '3.81', 'sei': '5.82'}",CHEMBL4781879,,CHEMBL4781879,7.22,0,http://www.openphacts.org/units/Nanomolar,3536601,=,1,1,=,,IC50,nM,,60.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.06
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776891,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '15.79', 'le': '0.32', 'lle': '3.89', 'sei': '5.88'}",CHEMBL4760571,,CHEMBL4760571,7.30,0,http://www.openphacts.org/units/Nanomolar,3536602,=,1,1,=,,IC50,nM,,50.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.05
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776892,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,COCc1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '16.23', 'le': '0.33', 'lle': '4.25', 'sei': '5.68'}",CHEMBL4795308,,CHEMBL4795308,7.05,0,http://www.openphacts.org/units/Nanomolar,3536603,=,1,1,=,,IC50,nM,,90.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.09
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776893,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CO[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '16.11', 'le': '0.33', 'lle': '3.86', 'sei': '5.82'}",CHEMBL4787356,,CHEMBL4787356,7.22,0,http://www.openphacts.org/units/Nanomolar,3536604,=,1,1,=,,IC50,nM,,60.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.06
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776894,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '17.17', 'le': '0.35', 'lle': '4.34', 'sei': '6.20'}",CHEMBL4748253,,CHEMBL4748253,7.70,0,http://www.openphacts.org/units/Nanomolar,3536605,=,1,1,=,,IC50,nM,,20.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.02
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776895,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '6.0'}]",CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CO[C@@H](C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '17.84', 'le': '0.36', 'lle': '3.25', 'sei': '7.92'}",CHEMBL4746044,,CHEMBL4746044,7.40,0,http://www.openphacts.org/units/Nanomolar,3536606,=,1,1,=,,IC50,nM,,40.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.04
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776896,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@H]1COC[C@H](C)N1c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,Potential transcription error,"Values appear to be an order of magnitude different from previously reported, so units may be incorrect",CHEMBL4699655,J Med Chem,2020,,CHEMBL4796225,,CHEMBL4796225,,1,http://www.openphacts.org/units/Nanomolar,3536595,=,1,1,=,,IC50,nM,,9000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,9.0
,Not Determined,22776897,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,,CHEMBL4785617,,CHEMBL4785617,,0,,3536596,,1,0,,,IC50,,,,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,,,,
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776898,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CC(C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '13.13', 'le': '0.26', 'lle': '0.68', 'sei': '6.22'}",CHEMBL4784806,,CHEMBL4784806,5.24,0,http://www.openphacts.org/units/Nanomolar,3536597,=,1,1,=,,IC50,nM,,5800.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,5.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776899,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,CC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '12.96', 'le': '0.26', 'lle': '1.82', 'sei': '4.87'}",CHEMBL4745946,,CHEMBL4745946,5.60,0,http://www.openphacts.org/units/Nanomolar,3536598,=,1,1,=,,IC50,nM,,2500.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,2.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22776900,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CC1,,,CHEMBL4699655,J Med Chem,2020,"{'bei': '13.02', 'le': '0.26', 'lle': '2.07', 'sei': '4.87'}",CHEMBL4786953,,CHEMBL4786953,5.60,0,http://www.openphacts.org/units/Nanomolar,3536599,=,1,1,=,,IC50,nM,,2500.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,2.5
,,22776901,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CCOCC1,,,CHEMBL4699655,J Med Chem,2020,,CHEMBL4763128,,CHEMBL4763128,,0,http://www.openphacts.org/units/Nanomolar,3536600,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,10.0
